Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2017-10-23,82.776467,82.905852,81.41295,82.139496,242804.0,,
2017-10-20,82.179306,83.373628,81.980253,82.816278,366141.0,,
2017-10-19,80.437587,82.149448,80.437587,81.811057,248843.0,,
2017-10-18,79.750852,81.253707,79.750852,80.109148,304611.0,,
2017-10-17,78.516719,80.139006,78.03899,79.571703,296528.0,,
2017-10-16,78.646104,80.646593,78.03899,78.626198,526882.0,,
2017-10-13,80.238533,80.696357,77.421924,79.064117,470188.0,,
2017-10-12,79.989716,80.89541,79.989716,80.417681,280034.0,,
2017-10-11,79.074069,80.119101,78.875016,79.939953,240722.0,,
2017-10-10,79.11388,80.009621,78.685915,79.173596,372763.0,,
2017-10-09,79.830473,80.109148,77.501545,77.979274,633848.0,,
2017-10-06,83.831452,83.891168,79.661278,80.099196,847510.0,,
2017-10-05,83.761783,84.846626,83.503013,83.721972,617728.0,,
2017-10-04,82.368407,83.702067,82.169354,82.348502,461868.0,,
2017-10-03,82.93571,83.294007,82.129543,82.48784,226560.0,,
2017-10-02,82.577414,83.224338,82.030016,82.905852,286641.0,,
2017-09-29,81.860821,83.443297,81.661767,82.358455,422625.0,,
2017-09-28,81.462713,81.462713,79.900142,80.606782,321954.0,,
2017-09-27,81.781199,82.398265,80.696357,82.039969,243221.0,,
2017-09-26,81.024795,82.239023,80.984984,81.612003,248489.0,,
2017-09-25,79.850379,80.915316,79.760804,80.59683,195312.0,,
2017-09-22,80.148959,80.805836,79.949905,80.666499,298340.0,,
2017-09-21,79.11388,80.557019,78.875016,79.999669,325802.0,,
2017-09-20,79.093975,79.711041,77.979274,79.123833,341813.0,,
2017-09-19,80.148959,80.606782,78.755583,78.904874,355072.0,,
2017-09-18,81.41295,81.641862,80.178817,80.288297,257881.0,,
2017-09-15,80.089243,81.343281,79.67123,81.213896,1224652.0,,
2017-09-14,81.661767,81.67172,80.069338,80.308202,850519.0,,
2017-09-13,83.363676,83.940931,82.666988,83.921026,248044.0,,
2017-09-12,83.75183,84.403731,82.756562,83.503013,420364.0,,
